ID;Tanggal_Tweet;Isi_Tweet;Nama_Pengguna;Jumlah_Retweet;Sumber;Retweet_Status;Hashtag;Sentimen
1,33E+18;26/11/2020 10:47;b'Prime Show mengumpulkan 20 siswa tingkat SD, SMP, SMA, dan Universitas untuk beraspirasi tentang kebijakan sekolah tatap muka. Dengan sekolah dibuka, apa kata siswa?\nLIVE Kamis, 26 November 2020 pukul 20.00 WIB iNews!\n\n#iNews #PrimeShow #Corona #COVID19 #NadiemMakarim #Mendikbud https://t.co/xCHU5ReuGz';OfficialiNewsTV;0;TweetDeck;0;['iNews', 'PrimeShow', 'Corona', 'COVID19', 'NadiemMakarim', 'Mendikbud'];positif
1,33E+18;26/11/2020 10:39;b'RT @tvOneNews: Ratusan Siswa di Surabaya Jalani Tes Swab Jelang Sekolah Tatap Muka | tvOne https://t.co/I3eNAozVMa';Dickywllm;3;Twitter Web App;1;[];positif
1,33E+18;26/11/2020 10:38;b'Makasih Mas Menteri akhirnya izinkan sekolah tatap muka, Mas Menteri hebat kalau naik sepeda pasti bisa lepas tangan. \n\n}---&gt;;;;;;positif
1,33E+18;26/11/2020 10:38;b'RT @KemenkesRI: #RilisSehat\n\nSekolah Tatap Muka Dimulai Januari 2021, Peran Bidang Kesehatan Ditingkatkan @KemenkesRI \n\nhttps://t.co/q4omep\xe2\x80\xa6';selfinarina;61;Twitter for Android;1;['RilisSehat'];positif
1,33E+18;26/11/2020 10:34;b'Ratusan Siswa di Surabaya Jalani Tes Swab Jelang Sekolah Tatap Muka | tvOne https://t.co/I3eNAozVMa';tvOneNews;3;dlvr.it;0;[];positif
1,33E+18;26/11/2020 10:18;b'@arifjamalimuis @Bintara_BA Dan gunungkidul mulai kemarin juga nambah lagi 2 anaka positif covid gegara ketularan gurunya ketika pembelajaran tatap muka. Yakin sekolah sudah siap,????';panca_negara;0;Twitter for Android;0;[];positif
1,33E+18;26/11/2020 10:18;b'RT @Jokowinomics_id: https://t.co/RLmlv5ns5R\n\nMendikbud Nadiem Makarim menjelaskan bahwa keputusan untuk membuka sekolah tatap muka harus m\xe2\x80\xa6';SunandarPS;2;Twitter for Android;1;[];negatif
1,33E+18;26/11/2020 10:16;b'RT @PEDOMAN_id: Mendikbud: Pembukaan Sekolah Tatap Muka Harus Keputusan Bersama https://t.co/5hGko16LeC lewat @pedoman_id\n\n@fadjroeL @Jubir\xe2\x80\xa6';SunandarPS;6;Twitter for Android;1;[];positif
1,33E+18;26/11/2020 10:14;b'Januari Sekolah Tatap Muka, Disdik Tarakan Lakukan Jajak Pendapat Orang Tua https://t.co/jfM8PqlznJ \n\n@Kemendikbud_RI \n#sekolah\n#COVID19 \n#';FokusBorneo;0;Twitter Web App;0;['sekolah', 'COVID19'];positif
1,33E+18;26/11/2020 10:11;b'@Akken_3 Sekolah emang udh mess up\nDan katanya ntar tatap muka januari aduh...';Ichi_yanx;0;Twitter for Android;0;[];positif
1,33E+18;26/11/2020 10:10;b'BREAKING NEWS : Disdikpora Gunungkidul Hentikan Pertemuan Tatap Muka di Seluruh Sekolah https://t.co/qHNIoiSs06';KabarGunkid;2;dlvr.it;0;[];negatif
1,33E+18;26/11/2020 10:08;"b'RT infoJATIASIH ""KBM Bekasi, dilema yang tak mudah. https://t.co/63tESRYhLX""'";infoJ4T14S1H;0;IFTTT;1;[];negatif
1,33E+18;26/11/2020 10:05;b'KBM Bekasi, dilema yang tak mudah. https://t.co/kGvQgK5jR8';infoJATIASIH;0;Twitter Web App;0;[];negatif
1,33E+18;26/11/2020 10:00;b'Setelah diputuskan awal tahun dizinkan sekolah kembali belajar secara tatap muka. Adapun ini protokol kesehatan yang harus dipatuhi dalam menjalankan belajar tatap muka. #ingatpesanibu #cucitangan #pakaimasker #jagajarak\n https://t.co/3yG4QgbPxi';temponewsroom;0;TweetDeck;0;['ingatpesanibu', 'cucitangan', 'pakaimasker', 'jagajarak'];negatif
1,33E+18;26/11/2020 09:59;b'@dayatia Semoga dokday @dayatia mbisikin pemkot depok alias disdik agar sekolah jangan  tatap muka dulu. Aminnnn.';indrastt;0;Twitter for Android;0;[];positif
1,33E+18;26/11/2020 09:55;b'Siap-siap Sekolah Tatap Muka, 4.896 Siswa SMP Kelas 3 di Surabaya Tes Swab - https://t.co/VsVEzerHUN';kalderanews;0;Twitter for Android;0;[];negatif
1,33E+18;26/11/2020 09:50;b'@zeniuseducation Maaf kk boleh nanya kalo tatap muka itu GK kyk sekolah biasa kk';VinaCintia1;0;Twitter for Android;0;[];positif
1,33E+18;26/11/2020 09:50;b'Siap - siap sekolah tatap muka lagi guys ~ https://t.co/Ezj2fQz08L';milimw;0;Twitter for Android;0;[];negatif
1,33E+18;26/11/2020 09:42;b'@republikaonline @DJ_JuanitaF Duh terlalu beresiko sih anak sekolah udh boleh tatap muka.';Paulabolobolo;0;Twitter for Android;0;[];positif
1,33E+18;26/11/2020 09:36;b'Sekolah di Banten Uji Coba Belajar Tatap Muka, WH : Pemprov Hati-hati  https://t.co/FXaXZCk69f';KabarBanten72;0;Twitter Web App;0;[];negatif
1,33E+18;26/11/2020 09:36;b'Nantinya yang akan terlebih dahulu masuk adalah tingkat SMP dan SD. Sementara untuk tingkat TK dan PAUD masih dalam pembahasan. #kumparanNews https://t.co/uVcz4OVedN';kumparan;0;dlvr.it;0;['kumparanNews'];negatif
1,33E+18;26/11/2020 09:33;b'@Putri_Lampard Ponakanku ya udah dari lama tatap muka tapi gak full seminggu\nKe sekolah cuma 2/3 hari gitu sisanya online';gyulcharon;0;Twitter for Android;0;[];positif
1,33E+18;26/11/2020 09:30;b'Sekolah Diberi Waktu Sebulan Persiapkan Belajar Tatap Muka https://t.co/lbPx5jFOVd https://t.co/c1IxnMZOvA';Kicau_Riau;0;dlvr.it;0;[];positif
1,33E+18;26/11/2020 09:24;b'Sebelum Tatap Muka, Sekolah Diminta Penuhi Syarat Dapodik https://t.co/Bgyovwxkkq';jawapos;0;Jawapos.com auto tweet;0;[];positif
1,33E+18;26/11/2020 09:22;b'RT @CNNIndonesia: 5 Ribu Siswa di Surabaya Tes Swab Jelang Sekolah Tatap Muka https://t.co/GyaRHBmYdD';TranslationIts;2;Twitter for Android;1;[];positif
1,33E+18;26/11/2020 09:21;b'@raanrran @Zhongren15 Kekhawatiran Sekolah Tatap Muka Januari 2021\nhttps://t.co/GOsgJP1CWm';OngSheri;0;Twitter Web App;0;[];positif
1,33E+18;26/11/2020 09:17;b'RT @CNNIndonesia: 5 Ribu Siswa di Surabaya Tes Swab Jelang Sekolah Tatap Muka https://t.co/GyaRHBmYdD';naufalrmdhn0703;2;Twitter for Android;1;[];negatif
1,33E+18;26/11/2020 09:16;b'[Tribun Jogja] BREAKING NEWS : Disdikpora Gunungkidul Hentikan Pertemuan Tatap Muka di Seluruh Sekolah https://t.co/to1TGyDlVz https://t.co/O0nyZndYiY';kla10_;0;dlvr.it;0;[];positif
1,33E+18;26/11/2020 09:09;b'Siswa Tingkat Akhir Jadi Prioritas Tatap Muka di Sekolah Papua\xc2\xa0Barat https://t.co/BNJVqjJ9RB';kabarpapuaco;0;WordPress.com;0;[];negatif
1,33E+18;26/11/2020 09:08;b'5 Ribu Siswa di Surabaya Tes Swab Jelang Sekolah Tatap Muka https://t.co/GyaRHBmYdD';CNNIndonesia;2;detikcommunity;0;[];positif
1,33E+18;26/11/2020 09:01;b'@go0dgirlll LOL, semester depan semoga. Tadi gue baca Surabaya tuh sekolah mulai tatap muka Desember';ToniAja_14;0;Twitter Web App;0;[];positif
1,33E+18;26/11/2020 08:57;b'Palangkaraya Masih Melakukan Pengkajian Soal Wacana Sekolah Tatap Muka Januari 2021 https://t.co/QrXavGzzTx';AgribisnisUnpar;0;IFTTT;0;[];negatif
1,33E+18;26/11/2020 08:56;b'Sekolah Tatap Muka Mulai Januari 2021, DPRD Jabar Ingatkan Zona Rawan Corona\n\nSelengkapnya : https://t.co/w6CYYsA7JK\n\n#PDIPerjuangan\n#PDIPerjuanganJabar\n#pdiperjuangansubang https://t.co/3NTnLlm6DT';Yunus_portrait;0;Twitter for Android;0;['PDIPerjuangan', 'PDIPerjuanganJabar', 'pdiperjuangansubang'];negatif
1,33E+18;26/11/2020 08:48;b'@IndahGives @Zhongren15 Kekhawatiran Sekolah Tatap Muka Januari 2021\nhttps://t.co/GOsgJP1CWm';OngSheri;0;Twitter Web App;0;[];positif
1,33E+18;26/11/2020 08:47;b'Sekolah Tatap Muka Mulai Januari 2021, DPRD Jabar Ingatkan Zona Rawan Corona https://t.co/oRoCPMSIK4 \n\n#PDIPerjuanganJabar\n#PDIPerjuangan \n@PDI_Perjuangan';DPD_PDIP_JABAR;0;Twitter Web App;0;['PDIPerjuanganJabar', 'PDIPerjuangan'];negatif
1,33E+18;26/11/2020 08:31;b'SMK di Kabupaten Lampung Utara belum dapat memprediksi kepastian jadwal pelaksanaan kegiatan belajar mengajar (KBM) secara tatap muka dengan peserta didik.\n\n#kbm #belajardaring #sekolahtatapmuka #lampura #lampung #lampostco \nhttps://t.co/mqzi7H1cJ5';lampostco;0;Twitter Web App;0;['kbm', 'belajardaring', 'sekolahtatapmuka', 'lampura', 'lampung', 'lampostco'];positif
1,33E+18;26/11/2020 08:17;b'@IvoneHall @Zhongren15 @ViantyTJP Kekhawatiran Sekolah Tatap Muka Januari 2021\nhttps://t.co/GOsgJP1CWm';OngSheri;0;Twitter Web App;0;[];negatif
1,33E+18;26/11/2020 08:17;b'#Persiapan Sekolah Jelang Belajar Tatap Muka Januari Mendatang - Foto https://t.co/QMKV9zmbhB #foto #fotogoogle https://t.co/bXw3AwktH4';google_foto;0;IFTTT;0;['Persiapan', 'foto', 'fotogoogle'];negatif
1,33E+18;26/11/2020 08:11;b'Sekolah 2021 muali tatap muka rasane ketat bgt. Monggo ksatria covid bisa menertibkan dugeman dugeman nek wani \xf0\x9f\x98\x82 https://t.co/fEYk01xQyA';originalsikkboy;0;Twitter for iPhone;0;[];positif
1,33E+18;26/11/2020 08:08;b'Hah belajar tatap muka apaan \xf0\x9f\x98\xad\nMaksudnya udh masuk ke sekolah';chocogranola_;0;Twitter for Android;0;[];negatif
1,33E+18;26/11/2020 08:06;b'Disdik Sangihe: Semua Sekolah Sudah Terapkan KBM Secara Tatap\xc2\xa0Muka https://t.co/p6bUXi6776';cendananews;0;WordPress.com;0;[];negatif
1,33E+18;26/11/2020 08:02;b'@mochamadarip Kekhawatiran Sekolah Tatap Muka Januari 2021\nhttps://t.co/GOsgJP1CWm';OngSheri;0;Twitter Web App;0;[];positif
1,33E+18;26/11/2020 08:00;b'Mendikbud: Buka Sekolah Tatap Muka Harus Keputusan\xc2\xa0Bersama https://t.co/TrNx3fXCjS';soenardo;0;WordPress.com;0;[];negatif
1,33E+18;26/11/2020 08:00;b'Swab khusus untuk kelas 3 dengan total 4.896 siswa hari ini dan besok.\n#COVID\xe3\x83\xbc19 #COVID #COVIDSecondWave #ketahananinformasi #Berita #timesindonesia \nhttps://t.co/s25pepdEob https://t.co/KHp2lrxvy7';timescoid;0;Twitter Web App;0;['COVIDー19', 'COVID', 'COVIDSecondWave', 'ketahananinformasi', 'Berita', 'timesindonesia'];positif
1,33E+18;26/11/2020 07:57;b'Izin Sekolah Tatap Muka di Tangan Pemda, DPRD Kalsel Sarankan Dimulai 2021 https://t.co/z1qnBZvHqk';AgribisnisUnpar;0;IFTTT;0;[];positif
1,33E+18;26/11/2020 07:51;b'Januari sekolah tatap muka biar ga keluar duit buat kuota pendidikan lagi';faizunn_;0;Twitter for iPhone;0;[];positif
1,33E+18;26/11/2020 07:47;b'@Naunaback Kekhawatiran Sekolah Tatap Muka Januari 2021\nhttps://t.co/GOsgJP1CWm';OngSheri;0;Twitter Web App;0;[];positif
1,33E+18;26/11/2020 07:33;"b""Ketika Guru 'Ogah' Sekolah Tatap Muka, Akui Takut Dikriminalisasi https://t.co/tEo9lDWRDk https://t.co/YNZnvITw58""";wow_keren;0;dlvr.it;0;[];negatif
1,33E+18;26/11/2020 07:30;b'RT @tvOneNews: Uji coba sekolah tatap muka. Saksikan berita selengkapnya di Kabar Pandemi Corona live bersama Maria Assegaff hari ini jam 1\xe2\x80\xa6';Kris_W_S;1;Twitter for Android;1;[];negatif
1,33E+18;26/11/2020 07:30;b'Uji coba sekolah tatap muka. Saksikan berita selengkapnya di Kabar Pandemi Corona live bersama Maria Assegaff hari ini jam 15.00 WIB hanya di tvOne &amp;;;;;;positif
1,33E+18;26/11/2020 07:28;b'Keselamatan Siswa Harus Prioritas Rencana Sekolah Tatap Muka https://t.co/6i2JZb6XSu';Barisanco;0;Twitter for Android;0;[];positif
1,33E+18;26/11/2020 07:22;"b'Dapat sms kalau sekolah ""dibolehkan"" tatap muka langsung asal patuhi ""protokol kesehatan"" Kasus kemaren aja rekor baru 5.534 kasus baru. Heran ama maunya pemerentah, mau genosida rakyat apa? https://t.co/95htnipF9l'";Don_Marthino;0;Twitter for Android;0;[];positif
1,33E+18;26/11/2020 07:18;b'Lalu anak-anak disuruh masuk sekolah tatap muka ? https://t.co/U7VKGkwQam';mr_triyoga;0;Twitter for Android;0;[];negatif
1,33E+18;26/11/2020 07:17;b'@cktbng Tapi bang, bukannya kemarin jadinya keputusan akhir anak boleh pembelajaran tatap muka itu tetap di tangan orangtua ya? Sekolah ga boleh maksa siswa untuk belajar tatap muka, cmiiw.';_P0T4T0_;0;Twitter Web App;0;[];negatif
1,33E+18;26/11/2020 07:15;b'@1802_kimmi Kekhawatiran Sekolah Tatap Muka Januari 2021\nhttps://t.co/uOiF0iJw9t';94Sephia;0;Twitter Web App;0;[];positif
1,33E+18;26/11/2020 07:15;b'@AnakKolong_ Kekhawatiran Sekolah Tatap Muka Januari 2021\nhttps://t.co/GOsgJP1CWm';OngSheri;0;Twitter Web App;0;[];negatif
1,33E+18;26/11/2020 07:10;b'#News: Sekolah Tatap Muka Dibuka, Siswa Wajib Bawa Bekal Dari Rumah https://t.co/xsWe63JZlc | Depok News';depokinfo_;0;IFTTT;0;['News'];negatif
1,33E+18;26/11/2020 07:07;b'Menteri Nadiem Makarim menjelaskan bahwa keputusan untuk membuka sekolah tatap muka harus mendapatkan keputusan bersama dari pemerintah daerah, kepala sekolah, dan Komite Sekolah. #TempoNasional\nhttps://t.co/aWBv0FcQaH https://t.co/paR2s68RTq';tempodotco;0;TweetDeck;1;['TempoNasional'];positif
1,33E+18;26/11/2020 07:04;b'Kabupaten Bangka Siap Jalankan Sekolah Tatap Muka Mulai Januari 2021 https://t.co/zOoReC5XV0 lewat @rri.co.id';Pro1RRISeiliat;0;Twitter Web App;0;[];positif
1,33E+18;26/11/2020 07:00;b'[@thisis_farid] Keputusan tetap ada di tangan orang tua karena sekolah tidak bisa paksa anak ke sekolah. #Smooth995FM \n\nhttps://t.co/RHJD6B7OJb';smooth995fm;0;TweetDeck;0;['Smooth995FM'];positif
1,33E+18;26/11/2020 06:58;b'RT @netty_heryawan: PKS Kritik Nadiem Serahkan Sekolah Tatap Muka ke Pemda https://t.co/oVDI6VYalg';Dedeh75138272;5;Twitter for Android;1;[];positif
1,33E+18;26/11/2020 06:52;b'@tempodotco PJJ salah, Sekolah tatap muka salah. Ini salah, itu salah, pada apasih maunya?';jakfatur_14;0;Twitter for iPhone;0;[];negatif
1,33E+18;26/11/2020 06:51;b'RT @haipep: tahun 2021 belajar tatap muka tiap sekolah dikasih vaksin covid gratis setelah disuntik murid2 yang ga nangis diperbolehkan nga\xe2\x80\xa6';indriscy;6;Twitter for Android;1;[];positif
1,33E+18;26/11/2020 06:51;b'Jateng Simulasi belajar Tatap Muka di 34 Sekolah | \n\nKlaster Perkantoran Banyuwangi Kembali Muncul | \n\nPertama di Indonesia, Balikpapan akan Terapkan Retribusi Sampah Per Kapita.\n\nMau tahu lebih lanjut? Ada di #WhatsUpIndonesia\n\nhttps://t.co/x9XsmvejfC\n\n#PodcastIndonesia';beritaKBR;0;TweetDeck;0;['WhatsUpIndonesia', 'PodcastIndonesia'];positif
